202703 6044.0 0.0 0.0
2756 1310.0 0.0 0.0
201980 1283.0 0.0 0.0
203118 189.0 0.0 0.0
1626202 1702.0 0.0 0.0
2034 1861.0 0.0 0.0
2550 2065.0 0.0 0.0
201935 6580.0 0.0 0.0
1897 2026.0 0.0 0.0
202338 860.0 0.0 0.0
201566 2068.0 0.0 0.0
203094 4498.0 0.0 0.0
203507 9815.0 0.0 0.0
200757 1784.0 0.0 0.0
2200 6891.0 0.0 0.0
200765 6967.0 0.0 0.0
2199 2775.0 0.0 0.0
201177 1947.0 0.0 0.0
101179 2361.0 0.0 0.0
202693 1027.0 0.0 0.0
203484 6866.0 0.0 0.0
203082 3028.0 0.0 0.0
201565 5874.0 0.0 0.0
101127 6992.0 0.0 0.0
201951 3562.0 0.0 0.0
204028 2158.0 0.0 0.0
202334 3219.0 2867.833721808893 11.0
202323 3826.0 0.0 0.0
202688 6094.0 0.0 0.0
202324 6159.0 0.0 0.0
202708 940.0 0.0 0.0
201588 4124.0 0.0 0.0
203946 233.0 0.0 0.0
2772 6069.0 0.0 0.0
201571 869.0 0.0 0.0
202335 6193.0 0.0 0.0
2738 72795.0 4347.308255019079 1.0
201943 505.0 0.0 0.0
202379 323.0 0.0 0.0
1626167 2757.0 0.0 0.0
201961 3242.0 0.0 0.0
1938 1572.0 0.0 0.0
101123 4558.0 0.0 0.0
203508 534.0 0.0 0.0
2564 597.0 0.0 0.0
201945 2157.0 3661.9165771176245 20.0
2749 8835.0 0.0 0.0
200826 2612.0 0.0 0.0
203506 3530.0 0.0 0.0
203092 188.0 0.0 0.0
2561 1080.0 0.0 0.0
200752 7938.0 0.0 0.0
203469 3611.0 0.0 0.0
202709 5756.0 0.0 0.0
201949 2580.0 0.0 0.0
201572 8391.0 0.0 0.0
2570 1099.0 0.0 0.0
203490 4508.0 0.0 0.0
202339 3945.0 0.0 0.0
203084 48820.0 4759.876840786762 1.0
201229 2943.0 0.0 0.0
200782 4410.0 0.0 0.0
203900 2196.0 0.0 0.0
2403 708.0 0.0 0.0
101161 2607.0 0.0 0.0
201582 1385.0 0.0 0.0
203953 7192.0 0.0 0.0
2547 6313.0 0.0 0.0
1626143 7306.0 0.0 0.0
203098 323.0 0.0 0.0
204001 5225.0 0.0 0.0
203497 4248.0 0.0 0.0
2037 5184.0 0.0 0.0
2755 2503.0 0.0 0.0
203482 3526.0 0.0 0.0
202681 25963.0 0.0 0.0
2210 45627.0 0.0 0.0
203917 6027.0 0.0 0.0
1626148 3172.0 0.0 0.0
204060 2653.0 0.0 0.0
201619 2326.0 0.0 0.0
203081 4619.0 6795.589447310074 18.0
201942 9104.0 0.0 0.0
202331 6348.0 0.0 0.0
