201148 1 7 2.2761513433552976
201946 1 2 1.7622199010699158
203504 0 2 2.6720089083393757
203894 0 7 3.285725466605345
203918 0 7 4.02448561447251
202687 4 20 4.239005169937338
202738 4 5 4.888031005755187
203926 3 6 11.519393108229497
203949 14 17 6.669037021544715
200782 2 6 5.255689349237782
201575 13 80 7.073584043106024
203798 1 3 1.5948838697307053
1718 1 4 3.8744083291737463
201976 1 6 5.561137657031088
203468 0 10 7.7889465332365635
203110 74 324 11.086360048743273
203923 2 7 5.452433867773277
1626143 9 15 1.8221345406258427
203123 1 5 2.506475771894757
2200 2 18 2.59977015101516
101141 3 5 2.68174037875888
201566 0 3 4.250239785998528
201177 1 5 12.331155834680786
202083 1 9 7.404211102700886
201936 1 6 0.8074623270504323
202066 1 8 7.202386078776245
202331 5 16 5.025885169269368
201945 0 8 4.680676762073125
201956 4 17 5.701646231520474
203903 7 4 3.7177116074347274
201166 0 3 5.17460407612408
1889 2 1 2.2674084113448227
203946 1 1 3.25757756298868
203994 3 3 1.705800209022131
2754 7 6 8.922143829958088
101111 0 4 3.01191884858293
201160 1 7 2.7109437030845056
201942 2 11 5.962787207740841
201588 1 6 5.251059804430363
1626245 0 1 2.0454211183547204
2738 38 140 9.03952991099369
200751 1 7 12.627128843716694
202697 8 42 6.902931840358715
201584 2 9 10.477578888060041
1626178 4 9 5.876673021777537
201565 0 2 3.819789141825815
202704 1 7 4.005571015495092
201567 96 320 11.884430859180442
202703 5 18 4.430256657631947
1626179 0 1 2.2721622662804712
2772 0 7 0.6970621158354844
101133 0 9 2.8319475077703475
200752 9 22 5.055273896637099
200811 5 6 1.95461687358598
203991 3 7 0.6184157957353708
202328 15 34 4.285944715045963
203210 7 13 1.7961233980961349
203893 1 3 5.165318553799229
201155 0 1 1.3063442991540684
201564 2 3 1.1764891634116628
203499 0 3 6.145617440319741
1626170 1 5 4.956702855644957
201933 4 12 4.7293189568468
1626168 3 2 1.958689318327398
201609 0 10 5.106707940802148
2549 1 0 1.2921653745261708
203944 6 18 4.393371138995047
2037 2 8 7.282607314980149
201586 3 6 4.472913327527606
201961 0 3 0.6377040725784031
101179 2 3 5.168618041509025
201954 3 9 9.981695507617273
201596 0 1 3.9295392915548213
203507 9 25 8.309448639658331
2760 17 50 9.762318916058128
203109 1 7 6.12302625174005
202682 1 11 5.598580554823266
203080 3 6 1.44162354884949
1626162 0 1 1.1857492284375097
201949 1 2 1.0930654463389224
1626173 0 1 0.6211050357780382
201962 1 2 6.959858693572025
201939 31 182 13.407467162359744
1626151 0 1 2.1891276209045376
203090 3 5 2.517214316183255
201577 4 10 2.5877698337903006
201960 1 10 6.055989405162009
203552 1 2 8.369695010499855
2210 6 47 9.989535959088812
201196 0 2 3.591003059864464
203082 0 8 3.0799476627934554
203490 2 10 5.310210213080001
203471 1 1 8.541269135216869
203112 8 15 7.846917100092233
203486 5 18 7.366189905721935
203527 3 4 8.719888137860169
203917 1 11 6.009960933725407
201579 5 14 4.459369922180065
201935 0 10 12.785161270138365
202323 4 13 6.196223385320384
202391 0 7 2.8325478113165374
203473 1 9 4.342735405195124
204060 0 7 3.2202132711654134
2736 4 12 10.48201072555792
203458 5 11 2.478142907308624
203083 10 23 4.442492607495309
203481 1 3 1.2059683967951076
203530 3 4 4.110357844442871
202362 0 5 2.8765467770325297
203081 2 7 4.735368854792131
2405 3 2 2.468501158032412
203462 0 7 2.8657136989307666
101145 1 9 6.341096198611983
202699 0 9 3.305998098591352
1626204 3 11 7.972121050058793
101112 0 2 0.554914282729194
202702 17 18 9.34998653984029
202710 5 14 9.976522274636318
1626157 5 12 1.8006731384948593
2755 2 5 4.568770917609283
203078 1 8 2.810602626788538
2571 9 29 11.087493028619043
203138 3 16 8.447543036203887
1626192 1 4 7.476823941102476
201229 2 2 3.335683831147223
201585 11 7 4.314561530407747
201941 9 9 3.9554427888031225
203498 4 2 3.6829836582957363
202718 1 13 6.011370623599559
203096 3 15 5.675929230775416
201587 4 12 5.182272817381136
203115 2 38 6.164454453725358
1626164 1 2 4.13851440332423
101162 2 15 3.4416392135723375
202689 4 10 5.587527688570514
203953 2 13 1.8937670847134662
203960 2 10 3.2149874115880825
1626161 4 2 6.163696002140178
201600 3 3 0.812129520742506
101108 0 7 7.838963724593734
201152 9 20 5.0915114009094475
203961 0 1 0.9876485988888332
201619 8 2 4.3244759292246995
202693 0 3 2.4699938296973607
202685 10 9 1.66252320613009
203457 12 29 5.245754476350879
202335 5 13 5.452163308265494
202684 117 234 6.423892747091302
203101 3 4 0.9940484121950168
203186 2 3 1.4189944803960872
201603 2 3 2.7541261627552878
203086 4 8 2.1213323991727924
2403 0 4 1.9987541885876094
203460 2 2 0.21530561717580698
203924 6 10 4.426728934376482
1626196 0 1 1.529938421993173
201569 1 8 7.211903926799169
1626144 2 6 4.185712848728022
203897 1 5 7.899292779083034
202324 15 13 5.357329920941861
101127 0 8 6.74415092588677
203939 1 3 0.8437750704071055
203118 0 1 1.1256508013857036
203526 0 3 2.3542622822351857
204025 0 3 12.855401170478284
2581 0 2 2.15358204909341
1626169 2 11 2.5879789833834597
2547 2 21 9.056384513573398
203948 2 3 2.290942997677965
2440 3 8 2.871335329054149
1717 1 18 4.253475157565151
2034 3 3 7.721978244196814
201589 11 18 4.311873491666894
202681 13 25 8.620461037233484
2199 4 11 4.3722424084595115
202329 2 11 3.380427183295862
202340 0 3 1.5021812010044389
1626209 3 9 7.686155600545647
203476 1 9 0.7531646573968406
202337 0 6 2.060476843428751
204456 2 12 2.6675946546995357
1626159 0 8 4.032444939808858
201144 0 8 8.814896982480066
200755 0 1 2.3754446702094207
200826 0 5 4.958565484720619
201599 9 14 2.2578581418254933
2590 4 56 10.407643850931262
2585 12 15 4.5259664871564755
201568 6 14 5.427063838872819
203503 1 9 4.58721718336672
201581 1 3 0.9821511419788244
203469 4 11 1.9230760541132186
203459 1 6 2.5186190777439026
203999 11 19 10.008684012537753
200745 0 3 1.3256644626724232
202709 2 6 3.672937453043534
1626158 2 2 2.526258554224635
101138 4 5 4.009145836441092
201978 6 6 7.156802777139478
201158 1 8 6.706599092391418
201578 33 69 9.162171891945512
202390 0 1 3.348106670217835
977 2 10 2.335265482756222
202696 4 7 3.4733306801541253
203900 0 7 1.173013162701041
203925 0 3 1.5502568422315037
201150 2 7 3.5109611659609943
202326 3 11 10.302483701763892
203105 74 138 8.56925477112364
204038 3 12 4.442669854455668
202339 0 6 8.167191863867478
202683 0 6 0.7950418836033303
204067 0 1 5.74081344704065
200768 5 11 10.297183915816545
201572 10 17 4.353201150676915
201143 4 6 2.855268641809243
201950 2 7 7.145276998873911
202344 5 8 11.187904185412162
1897 2 3 5.304496037174585
202734 0 6 6.472882567537308
2207 2 8 3.836522963387579
203477 0 4 5.004786285407521
203488 0 2 2.5747303185692436
203915 0 1 1.5632051469570136
201937 1 3 12.526052257647038
202357 2 10 3.7961823342952
203099 3 26 5.773065167174855
2749 5 12 9.532764866937594
201149 7 9 2.6180098757693475
202334 6 9 5.903249165226919
202349 0 4 2.7657582908363336
2544 43 221 11.996593188909753
201574 8 37 4.849883979447165
202688 1 4 2.735799988519125
203094 2 18 4.323548844220429
1626163 4 4 1.1174941685325457
2449 4 14 4.3177281520951984
203943 7 9 11.910375206528634
200794 5 6 4.356749741523501
203515 0 1 6.673449672569602
2216 5 13 7.199546603858245
2744 1 5 5.032951604646177
202389 48 101 11.40210526047692
1626149 0 1 1.2947122742128236
201156 0 4 5.526019018238293
202692 0 8 4.052941459438268
203463 2 7 5.939743091878265
203914 6 16 6.863532208874874
201145 1 5 5.866316414484415
201967 3 8 5.355711021865055
2592 6 30 12.374876138440813
2550 1 1 3.5446822530564623
2747 22 68 12.6191501325933
201188 5 16 2.4518840948971654
203901 2 6 9.522242334294813
101135 2 6 4.345346383557937
203114 1 12 10.493700827435706
203141 1 6 2.309565266806488
203546 8 34 7.8980617557685955
203933 7 12 4.925700864306479
203497 7 11 2.585667995906368
203952 2 2 1.7068136826804503
708 1 5 3.9561771293957078
203382 2 4 2.030667712941393
201959 8 10 3.6065488692208603
203084 30 94 9.63193895588385
1626167 3 6 0.4179345556271258
202694 1 8 4.386315125108668
201583 8 10 6.951845893504746
203932 5 12 6.408023923409542
101123 0 6 8.202043982062262
203524 6 8 8.885302970037808
101107 4 10 8.948659536402058
202325 1 1 5.135512753199404
203521 19 69 7.148596507280529
1626148 1 3 5.0447086640686445
202322 0 7 8.543979285176711
2617 0 8 1.9292863912782923
101139 4 6 2.6272298368697786
201582 7 2 1.416585838335868
203148 0 7 5.413868403999074
203496 1 12 2.111769328919883
203095 0 3 3.4543450141556926
1626156 0 7 6.3137867159871455
2419 1 2 2.9872743283498595
202087 0 8 10.341608894339194
2548 5 11 4.646058900084321
202397 3 8 3.2961192829022954
201167 0 8 5.743496215344862
203922 1 5 3.8821337436170986
200757 1 4 1.4612160483670409
201580 2 1 0.8593915629853416
202711 1 14 6.315181959363773
202720 3 13 2.1558393231190998
203584 0 1 2.0923366094845144
