203089 slow 66 2282.68
203090 fast 1 9.97
203090 normal 114 5030.91
203090 slow 115 2847.75
203092 fast 0 0.0
203092 normal 24 215.02
203092 slow 25 144.99
203093 fast 1 1.76
203093 normal 57 2566.54
203093 slow 57 1981.42
203094 fast 2 4.24
203094 normal 87 5384.57
203094 slow 88 3524.05
203095 fast 0 0.0
203095 normal 89 5932.1
203095 slow 90 2837.31
203096 fast 1 3.42
203096 normal 75 3905.68
203096 slow 76 3024.66
203098 fast 0 0.0
203098 normal 60 514.83
203098 slow 61 273.44
203099 fast 33 177.17
203099 normal 130 28847.72
203099 slow 128 15708.87
203100 fast 0 0.0
203100 normal 63 1384.89
203100 slow 64 798.13
203101 fast 7 14.91
203101 normal 73 1957.32
203101 slow 73 1146.67
203105 fast 33 121.37
203105 normal 136 55423.18
203105 slow 137 35813.16
203109 fast 7 24.74
203109 normal 125 6200.16
203109 slow 126 4176.13
203110 fast 71 443.74
203110 normal 144 103102.44
203110 slow 145 76570.2
203112 fast 5 38.59
203112 normal 106 6513.07
203112 slow 107 4101.67
203114 fast 4 10.89
203114 normal 129 11966.21
203114 slow 130 7899.35
203115 fast 19 74.21
203115 normal 151 15716.25
203115 slow 152 9177.2
203118 fast 0 0.0
203118 normal 19 206.04
203118 slow 20 125.76
203123 fast 2 5.97
203123 normal 56 2153.34
203123 slow 56 1160.92
203124 fast 0 0.0
203124 normal 25 1285.58
203124 slow 25 1014.0
203138 fast 3 9.13
203138 normal 65 8833.35
203138 slow 66 5058.05
203141 fast 0 0.0
203141 normal 81 4603.81
203141 slow 81 2890.86
203148 fast 2 22.18
203148 normal 137 3185.36
203148 slow 137 1801.89
203186 fast 3 11.03
203186 normal 33 1777.91
203186 slow 34 921.35
203187 fast 0 0.0
203187 normal 11 120.11
203187 slow 12 101.33
203200 fast 1 1.12
203200 normal 25 1024.38
203200 slow 26 561.78
203210 fast 14 75.25
203210 normal 81 5737.42
203210 slow 81 3199.85
203382 fast 0 0.0
203382 normal 84 1623.92
203382 slow 85 1046.39
203457 fast 4 11.8
203457 normal 76 9864.36
203457 slow 77 6731.03
203458 fast 1 0.58
203458 normal 59 4336.88
203458 slow 60 2744.39
203459 fast 5 16.41
203459 normal 110 8327.22
203459 slow 111 4926.33
203460 fast 2 25.34
203460 normal 58 1603.92
203460 slow 58 878.25
203462 fast 11 19.69
203462 normal 71 2345.12
203462 slow 70 1197.85
203463 fast 10 47.04
203463 normal 97 9520.33
203463 slow 98 4644.89
203468 fast 7 44.51
203468 normal 120 9328.36
203468 slow 121 5176.69
203469 fast 8 37.76
203469 normal 108 6184.35
203469 slow 109 3090.12
203471 fast 2 12.79
203471 normal 48 1083.67
203471 slow 47 744.94
203473 fast 9 25.74
203473 normal 112 3597.92
203473 slow 113 2425.65
203476 fast 1 4.7
203476 normal 89 2697.18
203476 slow 90 1864.51
203477 fast 4 15.61
203477 normal 72 5904.54
203477 slow 73 3414.38
203481 fast 0 0.0
203481 normal 67 1117.09
203481 slow 68 672.13
203482 fast 2 2.76
203482 normal 108 4967.15
203482 slow 109 3303.75
203484 fast 10 73.97
203484 normal 113 6436.88
203484 slow 114 3971.67
203486 fast 5 15.6
203486 normal 115 5714.09
203486 slow 116 3237.41
203487 fast 9 31.51
203487 normal 154 11039.38
203487 slow 155 6980.0
203488 fast 0 0.0
203488 normal 50 1315.51
203488 slow 50 888.15
203490 fast 13 40.43
203490 normal 107 5935.12
203490 slow 108 3250.38
203493 fast 1 5.41
203493 normal 48 683.53
203493 slow 49 222.79
203496 fast 7 48.26
203496 normal 75 6109.19
203496 slow 76 3927.81
203497 fast 0 0.0
203497 normal 132 5721.54
203497 slow 133 3703.87
203498 fast 5 40.53
203498 normal 147 4438.36
203498 slow 148 2015.48
203499 fast 5 28.38
203499 normal 123 4804.84
203499 slow 122 2695.98
203500 fast 0 0.0
203500 normal 45 1667.45
203500 slow 45 1154.87
203503 fast 4 13.48
203503 normal 123 7391.98
203503 slow 124 3921.3
203504 fast 9 44.43
203504 normal 95 6672.03
203504 slow 95 3843.71
203506 fast 6 25.88
203506 normal 73 5121.82
203506 slow 73 2329.59
203507 fast 15 79.59
203507 normal 131 12364.41
203507 slow 131 8529.86
203508 fast 0 0.0
203508 normal 24 505.0
203508 slow 25 193.65
203512 fast 1 4.87
203512 normal 96 2147.05
203512 slow 97 1454.56
203515 fast 0 0.0
203515 normal 24 631.6
203515 slow 24 336.58
203516 fast 0 0.0
203516 normal 15 117.31
203516 slow 16 96.46
203521 fast 28 93.68
203521 normal 129 78323.55
203521 slow 130 47686.99
203524 fast 13 20.4
203524 normal 79 3819.87
203524 slow 80 2156.94
203526 fast 2 18.25
203526 normal 93 3917.6
203526 slow 93 1932.37
203527 fast 2 6.6
203527 normal 83 1700.07
203527 slow 84 1059.53
203530 fast 0 0.0
203530 normal 74 1763.18
203530 slow 75 1096.5
203546 fast 27 114.52
203546 normal 142 32820.63
203546 slow 143 19301.09
203552 fast 4 20.07
203552 normal 139 3430.39
203552 slow 140 2044.25
203584 fast 0 0.0
203584 normal 89 785.48
203584 slow 90 480.45
203798 fast 2 15.58
203798 normal 85 3740.04
203798 slow 86 2190.16
203893 fast 2 5.7
203893 normal 80 2623.56
203893 slow 80 1451.38
203894 fast 6 39.33
203894 normal 112 5456.02
203894 slow 112 3099.32
203897 fast 5 19.67
203897 normal 121 4296.21
203897 slow 121 2504.46
203900 fast 3 13.62
203900 normal 118 3291.45
203900 slow 119 1621.65
